STATION,NAME,DATE,Year,Month,PRCP,TAVG,TMAX,TMIN,,Location,Month,Mean,StDev,ln(Mean),ln(StDev)
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2015-01,2015,1-Jan,4.42,28.6,35.9,21.2,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2015-02,2015,2-Feb,2.06,22.7,31.5,13.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2015-03,2015,3-Mar,4.63,37.7,46.3,29.2,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2015-04,2015,4-Apr,1.67,54.1,63.6,44.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2015-05,2015,5-May,4.83,68.2,79.2,57.3,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2015-06,2015,6-Jun,5.9,72,79.9,64.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2015-07,2015,7-Jul,2.69,78.9,87.5,70.4,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2015-08,2015,8-Aug,1.4,78.7,88.2,69.2,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2015-09,2015,9-Sep,2.33,73.4,82.8,63.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2015-10,2015,10-Oct,3.35,57.2,66.4,47.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2015-11,2015,11-Nov,1.31,52.1,60.4,43.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2015-12,2015,12-Dec,4.4,49.8,56.6,42.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-01,2016,1-Jan,4.02,33.4,41.3,25.5,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-02,2016,2-Feb,4.04,37.2,45.7,28.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-03,2016,3-Mar,1.38,49.1,58.8,39.4,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-04,2016,4-Apr,1.13,53.1,63.3,43,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-05,2016,5-May,3.85,62.6,71.5,53.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-06,2016,6-Jun,2.41,72.9,82.5,63.3,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07,2016,7-Jul,6.07,79.9,88.9,71,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08,2016,8-Aug,0.93,79.9,88.6,71.2,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09,2016,9-Sep,2.17,71.8,80.6,63.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10,2016,10-Oct,3,58.9,67.5,50.3,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11,2016,11-Nov,6.52,49.7,58.2,41.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12,2016,12-Dec,2.91,37.8,44.6,30.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2017-01,2017,1-Jan,4.65,37.8,43.5,32.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2017-02,2017,2-Feb,2.09,41.6,50.3,33,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2017-03,2017,3-Mar,5.07,39.8,48.3,31.4,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2017-04,2017,4-Apr,3.5,57.2,65.8,48.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2017-05,2017,5-May,7.24,61.1,69.1,53.2,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2017-06,2017,6-Jun,5.29,72.7,82.1,63.3,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2017-07,2017,7-Jul,4.37,77.3,85.5,69,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2017-08,2017,8-Aug,5.5,74,81.9,66,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2017-09,2017,9-Sep,1.72,70.9,79.7,62.1,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1885-01,1885,1-Jan,5.42,20.2,30.3,10,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1885-02,1885,2-Feb,*,11.2,21.5,0.9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1885-03,1885,3-Mar,1.51,20,29.6,10.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1885-04,1885,4-Apr,2.19,42.2,52.8,31.6,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1885-05,1885,5-May,2.53,52.1,63.1,41.2,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1885-06,1885,6-Jun,2.04,62,73.4,50.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1885-07,1885,7-Jul,2.52,68.7,80.2,57.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1885-08,1885,8-Aug,8.63,63.3,73,53.6,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1885-09,1885,9-Sep,0.74,55.4,67.2,43.6,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1885-10,1885,10-Oct,4.57,46.5,55.6,37.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1885-11,1885,11-Nov,5.44,37.5,44,31,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1885-12,1885,12-Dec,*,27.8,36.3,19.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1886-01,1886,1-Jan,6.19,20,28.5,11.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1886-02,1886,2-Feb,3.17,21.4,30.3,12.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1886-03,1886,3-Mar,4.33,29.1,35.9,22.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1886-04,1886,4-Apr,3.09,46.9,57.3,36.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1886-05,1886,5-May,3.74,53.7,64.6,42.8,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1886-06,1886,6-Jun,2.3,61,71.7,50.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1886-07,1886,7-Jul,3.93,68.3,80.2,56.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1886-08,1886,8-Aug,1.87,65.8,76.3,55.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1886-09,1886,9-Sep,4.38,58.8,69.4,48.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1886-10,1886,10-Oct,2.35,49.1,58.4,39.8,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1886-11,1886,11-Nov,6,36.9,45,28.9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1886-12,1886,12-Dec,*,21.8,30.3,13.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1887-01,1887,1-Jan,*,19.4,28.1,10.7,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1887-02,1887,2-Feb,*,24.3,33.1,15.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1942-09,1942,9-Sep,4.06,59.8,70.2,49.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1942-10,1942,10-Oct,3.66,49.4,60.1,38.6,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1942-11,1942,11-Nov,7.59,36.4,44.8,28,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1942-12,1942,12-Dec,5.94,21.7,29,14.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1943-01,1943,1-Jan,3.49,*,*,9.6,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1943-02,1943,2-Feb,2.23,21.7,33,10.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1943-03,1943,3-Mar,3.01,29,37.5,20.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1943-04,1943,4-Apr,4.34,37,46.8,27.2,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1943-05,1943,5-May,6.7,55.5,65.8,45.1,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1943-06,1943,6-Jun,3.05,68.9,79.9,57.9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1943-07,1943,7-Jul,3.21,69.1,79.7,58.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1943-08,1943,8-Aug,1.2,66.2,76.4,55.9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1943-09,1943,9-Sep,1.96,59,70.7,47.2,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1943-10,1943,10-Oct,5.36,47.7,56.7,38.7,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1943-11,1943,11-Nov,6.07,*,*,24.7,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1943-12,1943,12-Dec,0.83,20,28.2,11.7,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1944-01,1944,1-Jan,1.82,*,*,14.7,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1944-02,1944,2-Feb,3.12,21.7,31,12.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1944-03,1944,3-Mar,5.25,27.3,36.7,18,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1944-04,1944,4-Apr,4.13,40.1,49.7,30.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1944-05,1944,5-May,3.04,60.1,72.8,47.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1944-06,1944,6-Jun,6.76,63.7,74,53.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1944-07,1944,7-Jul,2.4,68.9,80,57.8,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1944-08,1944,8-Aug,3.05,68.5,79.2,57.8,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1944-09,1944,9-Sep,4.8,60.1,69.6,50.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1944-11,1944,11-Nov,4.92,35.7,42.4,29.1,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1944-12,1944,12-Dec,4.25,*,*,13.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1945-01,1945,1-Jan,5.39,*,*,*,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1945-02,1945,2-Feb,4.44,22.6,30.7,14.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1945-03,1945,3-Mar,2.41,42,53.9,30.1,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1945-04,1945,4-Apr,6.47,49,59.8,38.1,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1945-05,1945,5-May,8.14,51.7,61.6,41.8,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1945-06,1945,6-Jun,8.58,62.5,72.5,52.6,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1945-07,1945,7-Jul,9.34,67.4,76.5,58.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1945-08,1945,8-Aug,4.13,65.4,75.3,55.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1945-09,1945,9-Sep,6.71,62.6,72,53.1,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1945-10,1945,10-Oct,2.93,47.7,57.5,38,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1945-11,1945,11-Nov,5.77,*,*,31,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1945-12,1945,12-Dec,4.88,20.7,28.9,12.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1946-01,1946,1-Jan,2.98,*,*,13.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1946-02,1946,2-Feb,4.06,*,*,9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1946-03,1946,3-Mar,1.82,41.5,54.2,28.9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1946-04,1946,4-Apr,2.89,41.1,51.4,30.7,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1946-05,1946,5-May,5.41,53.3,64.5,42.1,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1946-06,1946,6-Jun,3.02,62,73.5,50.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1946-07,1946,7-Jul,5.51,66.7,77.1,56.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1946-08,1946,8-Aug,2.34,62.6,71.9,53.2,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1946-09,1946,9-Sep,3.93,61.3,72.1,50.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1946-10,1946,10-Oct,2.83,51.5,62.1,40.9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1946-11,1946,11-Nov,1.51,40.1,49.3,30.9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1946-12,1946,12-Dec,2.95,27.6,36.8,18.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1947-01,1947,1-Jan,3.61,*,*,16,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1947-02,1947,2-Feb,4.32,19.2,27.8,10.6,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1947-03,1947,3-Mar,4.98,28.4,37.2,19.6,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1947-04,1947,4-Apr,4.17,41.6,53,30.2,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1947-05,1947,5-May,5.8,54.1,65.4,42.8,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1947-06,1947,6-Jun,4.08,61.4,72.6,50.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1947-07,1947,7-Jul,4.59,68.3,78.2,58.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1947-08,1947,8-Aug,3.5,68.6,78.3,58.9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1947-09,1947,9-Sep,3.71,59.1,69.3,48.9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1947-10,1947,10-Oct,1.86,53.8,65.3,42.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1947-11,1947,11-Nov,6.13,33.4,40.6,26.2,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1947-12,1947,12-Dec,3.8,*,*,13,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1948-01,1948,1-Jan,3.83,15,23.6,6.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1948-02,1948,2-Feb,2.45,18.5,30,7,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1948-03,1948,3-Mar,4.41,30.6,42.5,18.6,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1948-04,1948,4-Apr,3.48,44,55.6,32.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1948-05,1948,5-May,5.2,53.6,63.8,43.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1948-06,1948,6-Jun,6.84,60.8,70.8,50.8,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1948-07,1948,7-Jul,3.14,67.9,78.2,57.6,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1948-08,1948,8-Aug,1.82,67.3,77.2,57.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1948-09,1948,9-Sep,0.92,59.9,71.6,48.1,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1948-10,1948,10-Oct,1.91,46.8,55.7,37.9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1948-11,1948,11-Nov,4.71,43.1,52,34.2,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1948-12,1948,12-Dec,9.4,27.2,34.7,19.8,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1949-01,1949,1-Jan,8.33,28.4,36.1,20.8,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1949-02,1949,2-Feb,3.24,26.2,36.2,16.2,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1949-03,1949,3-Mar,4.04,31.9,42.1,21.7,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1949-04,1949,4-Apr,3.6,44.7,55.3,34.2,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1949-05,1949,5-May,4.17,55.6,67.3,43.9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1949-06,1949,6-Jun,1.11,66.8,77.5,56.2,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1949-07,1949,7-Jul,2.8,71.3,81.6,60.9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1949-09,1949,9-Sep,3.8,57,66.7,47.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1949-10,1949,10-Oct,2.59,52.8,62.5,43.1,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1949-11,1949,11-Nov,1.89,35,43.4,26.7,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1949-12,1949,12-Dec,4.85,27.2,35.6,18.8,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1950-01,1950,1-Jan,4.16,29.2,37.9,20.6,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1950-02,1950,2-Feb,4.66,19.6,27.9,11.2,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1950-03,1950,3-Mar,3.85,24.2,34.5,13.9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1950-04,1950,4-Apr,3.61,40.3,50,30.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1950-05,1950,5-May,4.38,52.8,63.4,42.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1950-06,1950,6-Jun,5.39,62.6,73.3,52,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1950-07,1950,7-Jul,3.26,66.1,76.4,55.7,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1950-08,1950,8-Aug,4.22,65,74.5,55.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1950-09,1950,9-Sep,1.8,55.1,63.9,46.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1950-10,1950,10-Oct,2.26,49.6,60,39.2,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1950-11,1950,11-Nov,10.03,38.5,47,30,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1950-12,1950,12-Dec,5.63,24.4,31.6,17.2,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1951-01,1951,1-Jan,3.65,25.5,34.4,16.6,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1951-02,1951,2-Feb,5.72,24.7,33,16.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1951-03,1951,3-Mar,6.72,31.7,39.4,24.1,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1951-04,1951,4-Apr,4.37,44.1,54,34.2,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1951-05,1951,5-May,1.9,55.2,66.9,43.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1951-06,1951,6-Jun,3.69,61.6,71.7,51.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1951-07,1951,7-Jul,3.68,67.4,76.6,58.2,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1951-08,1951,8-Aug,5.81,65.5,75.1,56,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1951-09,1951,9-Sep,4.82,58.7,68.7,48.8,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1951-10,1951,10-Oct,5.21,48.7,57.3,40,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1951-11,1951,11-Nov,7.41,32.1,40.3,23.9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1951-12,1951,12-Dec,5.95,26.5,35.4,17.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1952-01,1952,1-Jan,5.26,24.9,32.9,16.9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1952-02,1952,2-Feb,4.03,23.6,31.6,15.7,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1952-03,1952,3-Mar,4.87,29.7,36.9,22.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1952-04,1952,4-Apr,6.41,46.1,55.8,36.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1952-05,1952,5-May,4.5,50.8,61.2,40.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1952-06,1952,6-Jun,5.89,64,73.9,54.1,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1952-07,1952,7-Jul,3.52,70.1,80.1,60,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1952-08,1952,8-Aug,5.35,65.9,75.5,56.2,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1952-09,1952,9-Sep,5.99,59.1,69,49.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1952-10,1952,10-Oct,1.87,44,54.2,33.8,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1952-11,1952,11-Nov,3.61,38.4,46.3,30.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1952-12,1952,12-Dec,4.93,27.5,34.4,20.7,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1953-01,1953,1-Jan,7.78,26.4,34.4,18.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1953-02,1953,2-Feb,3.51,27.3,35.3,19.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1953-03,1953,3-Mar,10.38,32.3,40.1,24.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1953-04,1953,4-Apr,6.56,43,51.5,34.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1953-05,1953,5-May,6.26,55.7,65.6,45.8,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1953-06,1953,6-Jun,4.01,63.5,75.3,51.7,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1953-07,1953,7-Jul,2.65,66.8,77.5,56.1,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1953-08,1953,8-Aug,0.66,65.1,76.4,53.9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1953-09,1953,9-Sep,2.97,59.8,70.9,48.6,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1953-10,1953,10-Oct,4.61,49.6,60.2,38.9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1953-11,1953,11-Nov,3.32,39.3,48,30.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1953-12,1953,12-Dec,6.11,31.3,39.1,23.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1954-01,1954,1-Jan,3.22,18.8,27.4,10.1,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1954-02,1954,2-Feb,3.09,28.3,36.8,19.8,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1954-03,1954,3-Mar,4.5,31.4,40.9,21.8,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1954-04,1954,4-Apr,4.66,44.9,55.6,34.2,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1954-05,1954,5-May,4.9,51.4,61.5,41.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1954-06,1954,6-Jun,2.32,63.2,73.5,53,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1954-07,1954,7-Jul,3.13,65.6,76.1,55.2,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1954-08,1954,8-Aug,3.9,63.1,72.4,53.7,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1954-09,1954,9-Sep,9.25,56.1,64.3,47.9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1954-10,1954,10-Oct,2.84,51.3,61.2,41.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1954-11,1954,11-Nov,8.22,36.5,43.8,29.1,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1954-12,1954,12-Dec,5.4,25.3,31.6,19,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1955-01,1955,1-Jan,0.94,18.8,26.4,11.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1955-02,1955,2-Feb,4.13,22.5,31.4,13.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1955-04,1955,4-Apr,7.19,44.6,53.9,35.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1955-05,1955,5-May,1.72,58.6,71,46.2,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1955-06,1955,6-Jun,2.68,61,70.6,51.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1955-07,1955,7-Jul,1.63,72.1,83,61.2,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1955-08,1955,8-Aug,23.68,69.4,79.7,59,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1955-09,1955,9-Sep,3.89,56.8,67.7,46,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1955-10,1955,10-Oct,17.49,48.8,57.7,39.9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1955-11,1955,11-Nov,7.09,34.5,41.2,27.8,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1955-12,1955,12-Dec,1.2,18.7,25.9,11.4,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1956-01,1956,1-Jan,3.43,21.6,27.8,15.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1956-02,1956,2-Feb,4.59,24.8,32.1,17.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1956-03,1956,3-Mar,7.37,24.9,32.9,16.9,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1956-04,1956,4-Apr,6.23,37.5,46,29,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1956-05,1956,5-May,1.89,50.3,62.2,38.5,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1956-06,1956,6-Jun,3.16,63.8,75.4,52.1,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1956-07,1956,7-Jul,4.93,64.8,74.3,55.3,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1956-08,1956,8-Aug,2.02,65.4,75.6,55.1,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1956-09,1956,9-Sep,5.64,54.9,64.1,45.6,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1956-10,1956,10-Oct,1.73,47.3,57.9,36.6,,,,,,,
USC00065445,"NORFOLK 2 SW, CT US",1956-11,1956,11-Nov,5.1,37.1,45.9,28.4,,,,,,,
